Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,40.95000076293945,41.58000183105469,40.95000076293945,41.439998626708984,35.32289123535156,1019737
2020-01-03,42.27000045776367,42.334999084472656,41.810001373291016,41.84000015258789,35.66385269165039,1162985
2020-01-06,41.810001373291016,42.29999923706055,41.599998474121094,42.20000076293945,35.97071075439453,1986898
2020-01-07,42.97999954223633,43.29999923706055,42.83000183105469,43.06999969482422,36.71228790283203,2737164
2020-01-08,43.15999984741211,43.189998626708984,42.34000015258789,42.91999816894531,36.58443069458008,1544445
2020-01-09,43.15999984741211,43.48500061035156,42.9900016784668,43.290000915527344,36.899810791015625,1610699
2020-01-10,43.5,43.9900016784668,43.470001220703125,43.900001525878906,37.419769287109375,1388923
2020-01-13,43.40999984741211,43.65999984741211,43.27000045776367,43.599998474121094,37.16404724121094,1259945
2020-01-14,43.45000076293945,43.58000183105469,43.060001373291016,43.43000030517578,37.01914596557617,2057089
2020-01-15,43.599998474121094,43.81999969482422,43.31999969482422,43.66999816894531,37.22372055053711,2833680
2020-01-16,44.290000915527344,44.29999923706055,43.7599983215332,43.9900016784668,37.496482849121094,2168165
2020-01-17,44.38999938964844,44.52000045776367,44.2400016784668,44.2599983215332,37.72662353515625,1388882
2020-01-20,44.02000045776367,44.15999984741211,43.650001525878906,43.91999816894531,37.43681335449219,1564613
2020-01-21,44.0,44.119998931884766,43.810001373291016,44.09000015258789,37.581722259521484,1689971
2020-01-22,44.540000915527344,44.900001525878906,44.36000061035156,44.77000045776367,38.16134262084961,2004763
2020-01-23,45.25,45.27000045776367,44.41999816894531,44.52000045776367,37.94824981689453,1558579
2020-01-24,45.189998626708984,45.22999954223633,44.61000061035156,44.90999984741211,38.280677795410156,1407109
2020-01-28,44.900001525878906,44.970001220703125,44.2400016784668,44.31999969482422,37.777767181396484,1598136
2020-01-29,44.70000076293945,45.04999923706055,44.61000061035156,44.880001068115234,38.25510787963867,1705518
2020-01-30,45.290000915527344,45.4900016784668,45.02000045776367,45.4900016784668,38.775062561035156,2015400
2020-01-31,45.099998474121094,45.529998779296875,45.099998474121094,45.209999084472656,38.53639602661133,5501270
2020-02-03,44.79999923706055,45.209999084472656,44.54999923706055,45.09000015258789,38.43410873413086,1325076
2020-02-04,44.93000030517578,45.380001068115234,44.90999984741211,45.060001373291016,38.40853500366211,2455728
2020-02-05,45.029998779296875,45.45000076293945,44.790000915527344,44.93000030517578,38.2977294921875,1699771
2020-02-06,45.5,45.619998931884766,45.08000183105469,45.54999923706055,38.82620620727539,1786888
2020-02-07,45.849998474121094,45.849998474121094,45.28499984741211,45.54999923706055,38.82620620727539,1925080
2020-02-10,45.84000015258789,45.869998931884766,45.279998779296875,45.7400016784668,38.9881591796875,1248758
2020-02-11,46.09000015258789,46.18000030517578,45.689998626708984,45.849998474121094,39.08191680908203,1428938
2020-02-12,46.220001220703125,46.220001220703125,45.22999954223633,45.38999938964844,38.6898193359375,1970574
2020-02-13,45.650001525878906,45.72999954223633,45.38999938964844,45.61000061035156,38.87734603881836,2231209
2020-02-14,45.5,45.650001525878906,45.400001525878906,45.650001525878906,38.91144561767578,1690046
2020-02-17,45.5,45.619998931884766,45.349998474121094,45.45000076293945,38.740970611572266,1354386
2020-02-18,45.0,45.47999954223633,45.0,45.25,38.570491790771484,2374304
2020-02-19,45.849998474121094,46.959999084472656,45.599998474121094,46.54999923706055,39.6785888671875,2677292
2020-02-20,47.25,47.415000915527344,46.93000030517578,46.939998626708984,40.011024475097656,2534479
2020-02-21,46.310001373291016,46.5099983215332,45.630001068115234,46.02000045776367,39.22682571411133,2641721
2020-02-24,44.31999969482422,44.54499816894531,44.029998779296875,44.130001068115234,38.239013671875,3773557
2020-02-25,43.08000183105469,43.40999984741211,42.54999923706055,42.54999923706055,36.86992263793945,3255138
2020-02-26,42.29999923706055,42.7400016784668,41.939998626708984,42.40999984741211,36.74861526489258,3530923
2020-02-27,42.400001525878906,42.9900016784668,41.599998474121094,41.86000061035156,36.27203369140625,4072399
2020-02-28,41.0,41.189998626708984,40.529998779296875,40.650001525878906,35.22356414794922,5146275
2020-03-02,39.79999923706055,40.599998474121094,39.56999969482422,40.599998474121094,35.180233001708984,3458735
2020-03-03,40.599998474121094,41.09000015258789,40.29999923706055,40.29999923706055,34.920284271240234,4512909
2020-03-04,39.25,40.15999984741211,39.25,39.70000076293945,34.4003791809082,3573112
2020-03-05,40.54999923706055,40.790000915527344,40.20000076293945,40.38999938964844,34.998268127441406,3252025
2020-03-06,40.20000076293945,40.2400016784668,39.20000076293945,39.20000076293945,33.96712112426758,2311097
2020-03-09,38.0,38.60499954223633,37.68000030517578,37.88999938964844,32.831993103027344,4133682
2020-03-10,36.0099983215332,38.90999984741211,36.0099983215332,38.90999984741211,33.7158317565918,4811594
2020-03-11,38.41999816894531,38.79999923706055,37.29499816894531,37.5,32.494056701660156,6262758
2020-03-12,36.93000030517578,37.27000045776367,34.900001525878906,35.040000915527344,30.36244773864746,6028013
2020-03-13,32.5,37.849998474121094,31.729999542236328,37.849998474121094,32.797332763671875,7934010
2020-03-16,36.20000076293945,36.95000076293945,35.209999084472656,35.849998474121094,31.064319610595703,5359559
2020-03-17,35.0,38.16999816894531,35.0,37.959999084472656,32.89265060424805,6065810
2020-03-18,37.97999954223633,38.099998474121094,33.11000061035156,34.20000076293945,29.63458251953125,6532054
2020-03-19,35.02000045776367,35.880001068115234,33.63999938964844,34.88999938964844,30.23246955871582,4615581
2020-03-20,35.0,36.16999816894531,32.970001220703125,33.279998779296875,28.837392807006836,7228002
2020-03-23,31.0,32.040000915527344,29.75,31.020000457763672,26.879087448120117,5827906
2020-03-24,31.049999237060547,31.8700008392334,30.440000534057617,31.68000030517578,27.45098304748535,5242219
2020-03-25,34.52000045776367,34.529998779296875,31.700000762939453,33.40999984741211,28.950042724609375,5960393
2020-03-26,34.400001525878906,35.38999938964844,33.959999084472656,34.77000045776367,30.128490447998047,3616308
2020-03-27,35.540000915527344,35.959999084472656,32.18000030517578,32.25,27.94489288330078,6421598
2020-03-30,32.5,35.88999938964844,32.369998931884766,35.88999938964844,31.09897804260254,3109600
2020-03-31,36.540000915527344,37.349998474121094,33.83000183105469,34.27000045776367,29.695240020751953,4115045
2020-04-01,34.9900016784668,35.88999938964844,34.36000061035156,35.68000030517578,30.91701316833496,3239833
2020-04-02,34.5,36.47999954223633,34.0,35.88999938964844,31.09897804260254,2881594
2020-04-03,35.95000076293945,36.2599983215332,34.220001220703125,34.66999816894531,30.041841506958008,3061345
2020-04-06,34.849998474121094,37.529998779296875,34.7400016784668,36.689998626708984,31.79218292236328,3212422
2020-04-07,37.79999923706055,37.959999084472656,34.880001068115234,35.310001373291016,30.59640884399414,4028252
2020-04-08,35.06999969482422,37.16999816894531,34.880001068115234,36.15999984741211,31.33293914794922,4209974
2020-04-09,37.459999084472656,37.5,36.33000183105469,37.5,32.494056701660156,2667890
2020-04-14,37.38999938964844,37.86000061035156,36.88999938964844,37.810001373291016,32.76267623901367,3163350
2020-04-15,37.7599983215332,37.97999954223633,37.27000045776367,37.65999984741211,32.6327018737793,2707971
2020-04-16,37.16999816894531,37.849998474121094,36.7400016784668,37.52000045776367,32.51138687133789,3253841
2020-04-17,38.0099983215332,38.72999954223633,37.91999816894531,38.119998931884766,33.03129196166992,1872583
2020-04-20,37.79999923706055,38.18000030517578,36.97999954223633,36.97999954223633,32.04347229003906,1916068
2020-04-21,36.880001068115234,37.2599983215332,36.09000015258789,36.369998931884766,31.51490592956543,2033838
2020-04-22,36.0,36.869998931884766,35.58000183105469,36.52000045776367,31.64487648010254,2927951
2020-04-23,37.13999938964844,37.189998626708984,36.29999923706055,36.560001373291016,31.67953872680664,2099436
2020-04-24,36.20000076293945,36.900001525878906,36.150001525878906,36.650001525878906,31.75752830505371,3347201
2020-04-27,36.84000015258789,37.7400016784668,36.599998474121094,37.619998931884766,32.59803771972656,2126802
2020-04-28,38.54999923706055,38.599998474121094,37.27000045776367,37.72999954223633,32.693355560302734,2022831
2020-04-29,37.619998931884766,37.619998931884766,36.81999969482422,37.4900016784668,32.48539352416992,1870826
2020-04-30,37.5,38.2400016784668,37.27000045776367,37.689998626708984,32.65869140625,2765312
2020-05-01,37.02000045776367,37.20000076293945,36.33000183105469,36.33000183105469,31.480243682861328,2509592
2020-05-04,35.84000015258789,36.939998626708984,35.7599983215332,36.779998779296875,31.870168685913086,1623731
2020-05-05,36.77000045776367,37.27000045776367,36.61000061035156,37.04999923706055,32.10413360595703,1523993
2020-05-06,36.630001068115234,36.88999938964844,36.349998474121094,36.650001525878906,31.75752830505371,1562522
2020-05-07,36.45000076293945,36.63999938964844,36.0099983215332,36.400001525878906,31.54090118408203,2418548
2020-05-08,36.45000076293945,37.619998931884766,36.43000030517578,37.45000076293945,32.45073699951172,2146783
2020-05-11,37.650001525878906,38.11000061035156,37.400001525878906,37.849998474121094,32.797332763671875,1643955
2020-05-12,37.38999938964844,37.88999938964844,37.310001373291016,37.7400016784668,32.7020263671875,1616964
